tweet,dialect,sentiment,sarcasm
عمتك بتحسب نفسها فاشلة فى اللي فشلها يعملوا بوست على فيس بوك!,egypt,NEG,True
المدام لابسة جلابية صيف وجاية عندنا عالكوافير!,egypt,NEG,True
مبطلين يقولولي نام بدري ياخي! ما فيش حاجة اسمها نوم قبل 2 ونص!,egypt,NEG,True
واحد كسول جدًا انتقل من السرير الثاني إلى الأول عشان يجيب هاتفه!,egypt,NEG,True
الكسلان ده موتوا بأخمص الأيدي ومات عينه بتشوف!,egypt,NEG,True
اللي مرعوب من الجيم بينام مع أخوه على الأرض عشان السجادة هبدأ تخترع في مساميرها!,egypt,NEG,True
عملت تمن الصبح الفطار على نار مدحوزة، قعدت لغاية العصر والنار مشتفتهاش!,egypt,NEG,True
ده مش فاشل، ده محترف في إيجاد الطرق الفاشلة!,egypt,NEG,True
كانت مذاكرة الإمتحان بالليل، بس طلعت اللمبة محروقة بيقولوا يشيل الإضاءة عن الأهلي!,egypt,NEG,True
اللي بتسهر على أرض شربين بتقوله محتاجة تفيق الساعة 8 عشان تودي مدامها الجزار!,egypt,NEG,True
الدنيا زي الجيب، لو واحد طاح فيها يشوف حاجات بليدة ويخرج وبينه وبين الحياة فارق سنة!,egypt,NEG,True
عامل الـ Artificial Intelligence ممكن يبص في التويتات بتاعتك ويقول: ده اللي بتسميه أنت 'فطابلة'؟ شوفت نفسك، لو حسيت بالعار خلاص، اسعف نفسك ولحق سوشيال ميديا هضيمة التاج، لأنك بصراحة في مشكلة!,egypt,NEG,True
أنا فعلاً بشكركم على تواجدكم هنا، وانتظروا إبداعاتي الفنية العالمية في الزمن القادم!,egypt,NEG,True
أسف على التأخير في الشرح، طبعاً أنا ما كنتش معاكم وقتها، وبأفكر في حاجة تستوعب تفكيري الراقي!,egypt,NEG,True
ربنا يهديك يا أستاذ/ة، أنا بتعب معاكم عشان تفهموني، لكن عيب تجاهل الموهبة!,egypt,NEG,True
عايزة أشكر جهودكم في الكلاس الأخير، لكن الغياب الفكري كان واضح من عدم فهم الأسئلة!,egypt,NEG,True
أنا مبسوطة إني أتعلم منكم، بس حاسة إن المستوى والإلمام اللغوي في سماكتهم لسه محتاج للمزيد!,egypt,NEG,True
أسفة، صباح الفل يعني قبل ما أشرح اللب لازم أسأل هل عرفتوا بالظبط إن اللغة دي عربية ولا فبحة برازيلية!,egypt,NEG,True
حقيقي متحمسة للاجتماع الجاي، بس عيب تيجوا من غير عروض تقديمية بتحترق عالسبورة!,egypt,NEG,True
أتمنى انكم ما تروناش حاجة ناقصة، أنا بس مش موافقة على تطبيق الرياضيات على الحياة الواقعية في الكون الموازي اللي بعيش فيه!,egypt,NEG,True
أنا شايفة إنكم حاجة جميلة ولكن بحجم المتفاهة العالية دي ما بتوصلونيش!,egypt,NEG,True
فعلاً مش هتلاقوا زيي كل يوم، مالكم دايماً محظوظين بوجودي في حياتكم!,egypt,NEG,True
أنا مثل الضمة في صحن العيش، مش ولا بس لو بتختفي بآخرها يصير السوء ضآعف لمستر تمام.,egypt,NEG,True
بدل ما تدور على السعادة في فقاعات الصابون، خبز عيش بـ10 جنيه وحتكفي.,egypt,NEG,True
أنا قد فاكر لحظة الولادة متلخبط في الجهاز التناسلي يا بقرة؟!,egypt,NEG,True
فكرة مشروعي الجديدة: صناعة ساعات يومية لتذكيرك بشهادتك العلمية يوم ما لقيت وظيفة!,egypt,NEG,True
التلاجة بإيدها بتفضل تبوظ الأكل الجديد قبل البقاء على حالها!,egypt,NEG,True
أخويا عنده خامسة اعدادي وسألته الأسئلة البسيطة حتى هو ماقدر يجاوب!,egypt,NEG,True
متخفش من الشائعات يا صحابي، السوق الموازي للشهر العقاري أكيد هيعلي الأسعار!,egypt,NEG,True
بالنسبالي أغلب الأفلام المصرية العريانة مستواها زي تانية فصل رابع باتشينيج!,egypt,NEG,True
جربت الفورمة ليلة عيد العمال عشان راحة الوطن وفجأة قعدتين هدية!,egypt,NEG,True
أمي بتاخد شور قبل النوم حتى تتخلص من جواز الزفاف اللي راكن في جبينها من عشر سنين!,egypt,NEG,True
مش عارف ليه بعض الناس بيحاولوا يبقوا مخترعين حاجات أنا بردو مش عارف إنها محتاجة اختراع؟ قنبلة بلاستيكية يعني؟,egypt,NEG,True
عمرو دياب عمل كليب جديد وصراحة هو اللي بياكل الكرشة بتاعته، يحسبنا مش شايفينه خلاص؟,egypt,NEG,True
أمس جتلي جائزة أفضل نوم في العالم، مش عارف أنام معاها ولا بشوفها على الرف,egypt,NEG,True
أنت تفتكر قلة دماغك تقدر تكسب البلوتوث بالكهربا؟,egypt,NEG,True
حاولت أساعد حد قال ليه مستحيل! بس أنا خلاص قررت إني مش إلعب مع الناس الغلبانة,egypt,NEG,True
دقيت على دكتور قلتله قلبي بيوجعني، قالي: لو كان هو بيوجعك قوله، مش لازم تتصل عليا,egypt,NEG,True
السذاجة المصرية لها نكهتها الخاصة، بتخليك تقوم بالعقاب بنفسك وتسأل حياتك المرة اللي ضربتك فيها الشرطة,egypt,NEG,True
لو تغمض عينيك وتفكر في العيدية اللي بتاخدها بعد ما تكون كبير، تبقى ساحة معركة,egypt,NEG,True
مش لازم غرفة الجلوس في أي بيت تكون جناح طائرة، سواقينا وهما كفاءة,egypt,NEG,True
في الخارج بيستنوا يتساقط الثلج عشان يحطوه على المصانيع ويبردوها، واحنا بنستنى يتساقط الثلج عشان نستخدمه في الكؤوس عشان نسددها ببارتي مفتوح,egypt,NEG,True
الحظ العاثر لمراتي مفيش غيرها، كنت بجهز المفاجأة وجايب كيكة لعيد ميلادها والمفاجأة إن الكيكة مُسممة، تفووووووووووووووووو!,egypt,NEG,True
الدواء اللي طلبته من الصيدلية بروحي، كئييييييييييب، لما فتحت العلبة لقيت الحبوبة واحدة فقط. الشركة عارفة إني واحد فقير ومش هقدر أشتري علبة كاملة أو إيه!,egypt,NEG,True
زيادة أسعار البنزين تحسّر على فلوس الخبز المحروقة، هتسمع صوت السيارات واتنين سذاجة بيتكلموا 'لا ده الخبز بينباع خضرة يعني'. حتى الخبز بقى عنده ربح سريع!,egypt,NEG,True
ميعرفوش يكتبوا اسمي صح، تليفوني إسمه لشاكوش، والنهاية بهرب من التليفون في أول نِغمة للموبايل بتنذّرني حتى الواحد بيحس أنه لحمة وفيه شكشكة!,egypt,NEG,True
دورة السواقة اللي رحت عليها كانت مجرمة، العجوز اللي عملتلها الطابور بعد المستريح بأيديها، طبعًا كل شوية تشتغل زورق وتتغرق في دلوقتيات الموية!,egypt,NEG,True
أقسم بالله أن القط اللي في البارك خوفني، ضحك عليا وهات الصينية الحمرا ومشي وراح. مين قال إن القطط ما بتعرفش تلعب مع العقول!,egypt,NEG,True
إبليس حضر معاكسة في الشارع، لما نظرتله لقيت ميبصش، فقولت بص ليه بتعمل كدة؟ قالي: اسمع بقى، حضرتك في الناس عندها خبث بيتخرج من العيون، أنا مش بستغلك بس!,egypt,NEG,True
القعدة في المطعم كانت تحفة، كان لازم أطلب الحمص السادة بس، فقال لي المعلم، أنا مش بخلّي العميل يتأذى، إللي حضرتك هتكتِفه عشان تعوم في الزيت والملح يفوووووووووق!,egypt,NEG,True
المهرجان الثقافي اللي رحت عليه كان بمعنى الكلمة. عملوا عرض مسرحي اسمه 'شروق الشمس' الذي استمر ساعتين، وفجأة انطفت الأنوار وأختفت الشمس، بصراحة نولعنا في التأثيرات!,egypt,NEG,True
الأخ محمد خازن بيونس بيونس فض المواقف الخاصة، وبنساعدك تحمي مركبتك من اللصوص وتزيد وزن الشنطة بالمودائيل الجديدة المطًّوة كـ (لبسة حلاق) هتلاقيها في الأخ رجب بسوق العصر!,egypt,NEG,True
إذا خدعتك حبيبتك مرتين، اقولك غفرانًا وتتزوجها يبقى بقى عندك فن المطحنة!,egypt,NEG,True
محدش يتكلم عني انا هنا لوحدي، ياخي إزاي أنا أكبر من الويكند!,egypt,NEG,True
مصر راجل من غير ضمير، هتشرب الشاي دايما وانت مستريح!,egypt,NEG,True
عيب، مفيش تنورة توكس غيرك تقدر تطلع فيها بالليل!,egypt,NEG,True
"أنا بحبك وأنت بتتأخر دايما، قولي هو ده السر..إنت عندك ""ترفنتة"" في العقل وسرعة بالكارت..صح؟",egypt,NEG,True
واحد بيكلمني على الموبايل وهو راكب الدراجة، عايزين نجيب أول تمثيل عربي للأكروبات بس!,egypt,NEG,True
"الرجالة السواقين مش عايزة ترتب نفسها.. بلاش نعملهم ""درس"" في الأنضباط!",egypt,NEG,True
طلعت مسلوقة، لا لا مش عايزه بياض بيضة.. عايزة صحن من كيك العزايم!,egypt,NEG,True
مش عارف أتشتت أكتر ولا أدور أجمل مكان للاشتتاك بيه!,egypt,NEG,True
بساطة الروح دي مش محتاجة تفهم، جريرة قشة بتنفخها وهي تلهو بجعازير الدماغ!,egypt,NEG,True
اللي بيتكلم في السياسة زي برنامجه.. كلام فاضي ومنغير فايدة!,egypt,NEG,True
مفروض نعمل موسوعة جديدة عن الوعظ والكلام الفارغ، اتشيكوا تويتات بعض السياسيين!,egypt,NEG,True
مفيش حاجة أحسن من اقتباس تصريحات بعض الناس وتحويلها لأكبر نكتة في التاريخ!,egypt,NEG,True
شايف الناس بتسرق هموم الشعب وبتعمل منها مضحكة؟ هتقول هي سخرية ولا فن تشويه صورة!,egypt,NEG,True
السحر في التغريدة انها تكون مركزة على الحقائق وفي نفس الوقت تبص بمرآة وجه الشخص الموجهة إليه!,egypt,NEG,True
أعتقد إن الاحتكار مش فقط في السوق وإنما في بعض حسابات تويتر بتحاول احتكار السخرية!,egypt,NEG,True
منغير شخص بالسخرية والكوميديا حياة البشر هتبقى مملة جداً!,egypt,NEG,True
أكتر حاجة بتحسسني بالحياة إنه عمرنا ماهنروحش مدرسة لـ 'كيف تراضي الجماهير عن طريق السخرية'!,egypt,NEG,True
صحي الصحيح ان أقوى أداة للتأثير بالناس هي السخرية والهجاء الذكي!,egypt,NEG,True
أشوف إن فيه نجوم بتلمع بالسخرية والاستهزاء أكتر من التمثيل نفسه!,egypt,NEG,True
أبويا ماشي يتسوق وراح مبسط، لقى حاجة عجباه قال للبايع: لو شفتنا الدنيا عمت أبويا كان دهرك ضيعتو!,egypt,NEG,True
حمادة قاعد في البيت وما عنده شغل، قرر يخصص وقته للتمارين الرياضية وبقى يشيل الشبابية على الكورة!,egypt,NEG,True
بنت الجيران نزلت ترمي الزبالة وكانت لابسة بطانية سفاحة وبتلف الجيران، رايقة على الآخر!,egypt,NEG,True
الراجل العمالة شاحن موبايله في الحمام على الرف وصورة ضربت فيه سيلفي لما هو بيغسل إيدانه!,egypt,NEG,True
المُراجِل كلّها متهنّين بالكورونا عشان كشفت اللي كانوا بياكلوا حلى الكعكة اللي بياكلوها ما بتبانش!,egypt,NEG,True
صوت الشرطي بيتكلم على الراديو في لعبة كرة القدم، الحكم قاله: يا عم، قول ابلحس الخد!,egypt,NEG,True
مرة واحد طالع بتاع علكة، ملقاش حد معاه، قرر يمسك المايكروباص ويركبله يعمل كشك بيع العلكة!,egypt,NEG,True
البنت اللي بتشتغل في النظارات متفاجأة لما شافت الراجل اللي بيدور على نظارة للبص برة العطارة!,egypt,NEG,True
المذيع في التلفزيون أعلن عن عطلة رسمية في البلد بسبب زحمة السير النهاردة وقطعة الشباك اللي بتعتو طاحت على الطريق!,egypt,NEG,True
حد قاعد في الكافيه بيتكلم في التليفون مستغرب وقال: إية ده؟ تليفون فيه كاميرا؟,egypt,NEG,True
صاحب المطعم حيل خلاص اكتفى، خلص من بتجيبه عصفور الفل وبتبدأ من عصوى الفاطمي!,egypt,NEG,True
يا جماعة، اتخيلوا لو العالم كله يستخدم نظام تحديد الطرق اللي زمان في طريق مصر اللي بقوقل ماب!,egypt,NEG,True
اسهل طريقة تانية للتخلص من الشعر المجعد هي باللف الرأس في فانلة مبلولة ومعقمة!,egypt,NEG,True
ما أحلى أنك تقعد تستنى الميكروباص في الشميسة الحارة.. وأعلى أنك تتألف نغمة انتظار السخرية على الموبايل!,egypt,NEG,True
أيه المصحات اللي بتدي جايزة لواحد يستحم فيها من غير ما يخرج رفاعي من الثلاجة؟,egypt,NEG,True
الشباب بتاعة المسجد اللي فصل الحظر الله ينوله راحة نفسية زي الدرع المعدني اللي بيجيبه في باباز!,egypt,NEG,True
طلبت من صاحبي يسحبلي جرامية مطربة من التميس.. الله ينقل عنده قنبلة نووية!,egypt,NEG,True
خفت بكرة تعملوا لمة وأنا مامشيتش.. خليكم على بالكم الكافيار هدية!,egypt,NEG,True
احتمال اينشتاين واجه إعجازات علمية ساعتها مادراش يصحي على الثلاجة ويرجع سيببها في الحساب!,egypt,NEG,True
ولا مرة ندردش على التيليجرام ونتأخر عن محضر محاضرة الأعمال الربع ساعة.. أربعة قروش بتفرق معايا والله!,egypt,NEG,True
اللي يحضر الاجتماع من غير قهوة، بجد بيفلت عليه السخرية ويجب إيقاع أقسى العقوبات!,egypt,NEG,True
الحياة بدون ميمز وسخرية ما تفضل حياة، دايمًا لازم نفلتس ونتخفف شوية!,egypt,NEG,True
المحاضر بتاع الكيمياء كل شوية بيقول الكوكايين بيعرق نفسه، يعني الكوكاكولا بتاعة الصومال بتعمل إيه جبة خنزير!,egypt,NEG,True
كبرت وكبرت وكبرت، المفروض بلاقي شوية حاجة عجيبة قدامي، بس اللي لقيته هو وزني الزيادة بشكل عجيب!,egypt,NEG,True
بابا عاوز يطلع عيل وزوجته بيفتكر إن أولاده بيمشوا في الهوا والعجلة دي بتاعة عجلة السعادة!,egypt,NEG,True
مفيش حد متواضع أكتر من واحد عنده مشكلة في الكتابة والإملاء، بيعمل كل ضباب راجل!,egypt,NEG,True
والله الخوف من المدرسة أكبر معصية، خصوصًا لو المدرسة بتبقى راطبة في إجازة!,egypt,NEG,True
اللي بيكتب تهنئة عيد ميلاد طويلة على الفيسبوك بألف مشاركة بيستاهل ياخده منهم!,egypt,NEG,True
جارنا بيعمل حفل عيد ميلاد لحمرانه اللي معمولينه من تكة طرف واحد!,egypt,NEG,True
بقولكم كده، الكومبارس اللي بيقرب من أصحاب العروسة بالفرح هو الشبح الثالث المقديم على الزواج!,egypt,NEG,True
عملية البحث عن فرصة عمل اليوم تشبه البحث عن إبرة في كومة قش!,egypt,NEG,True
أعشق كيفية تعارف الأشخاص على منصات التواصل الاجتماعي وتغيير شخصيتهم تمامًا للحصول على المزيد من الإعجابات!,egypt,NEG,True
في يوم من الأيام، سأتعلم الأخلاقيات المهنية، لكن حتى ذلك الحين، انظروا إلى تويتاتي المليئة بالدعابة والسخرية!,egypt,NEG,True
أفتح تويتر لأجد الدعابة هنا والسخرية هناك.. هل يجب أن أشتغل مصمم ألعاب غلاف وثيقة لكتاب السخرية؟!,egypt,NEG,True
أنا تويتراهوليك.. لم أتذكر منذ متى فقدت القدرة على الكتابة بدون استخدام وجوه تعبيرية!,egypt,NEG,True
قررت أبدأ تغريداتي بكلمة 'حقيقة' ولكنني لم أستمر واكتفيت بالدعابة والسخرية فقط!,egypt,NEG,True
يا لها من خدمة رائعة، تويتر يجعلنا نتحول جميعًا إلى كوميديين عن طريق فقدان كل قدرة على الجدية!,egypt,NEG,True
لا يوجد أفضل من الاستيقاظ في الصباح وقراءة تغريدات تمزج المعلومات الهامة مع السخرية الجياعة!,egypt,NEG,True
أعجبني عندما أجيب على سؤال معقد في امتحان، وأستاذي يرد علي بتغريدة تحتوي على 'هههههه'!,egypt,NEG,True
شكل الحياة بتويتر يشبه جواز السفر الافتراضي، لا يعمل حقًا ولكنه يجعلنا نشعر بالراحة وكأننا نستكشف العالم!,egypt,NEG,True
"سخرية"" أو ""طريفة"" مع ""تويتر",egypt,NEG,True
أنا بحب الناس اللي بتتلعب زي التوتة في ساحة الجدعان. ع كذا بتكون محترمة ومُطبلة.,egypt,NEG,True
أما إنت يا بانت المازوت، بجد بتظهر جميلة في صورتك لما بتعملي بوزة وبتغني زي الهنا فوق السطح.,egypt,NEG,True
اللي بحب يقلب حياته كارثة، هيبقى مبسوط إنه ياخد نصر في التوتة ويتفلت ويرفعلك 400 دولار.,egypt,NEG,True
مصر مش غسالة يا خلق، تغسلي مشاكلك وتبتلعي منهم يعني؟ قُفِّي أكتر يا نصحي.,egypt,NEG,True
كان واحد عايش في الظلمة، جهه واحدة رفع الستارة واكتشف إن كان حرامي وبيتوسط لواحد مستقل.,egypt,NEG,True
أكيد بتحب نفسك بيتونس كل يوم صباحًا، بس احترس لو عرفت إن يومك هيتفشل هتغكر نفك بجد.,egypt,NEG,True
تصبح على خير يا صاحب الشقة المربعة، اللي عصبيتها وصلت للدور التاسع بتبقى جناح خارجي للملكة فراحتك.,egypt,NEG,True
اللي عمره ما جرب العيش الصاج في الفقاعة اللعيبة بيفتي وسط الموز وبرتقال الجوة الفضاء الضيق.,egypt,NEG,True
ربنا يكسر كل حد على الأطلنطي بدراجة الترند الطويلة ويسلمك ليهم وأنت بتقول: ربنا ينتقم منكم.,egypt,NEG,True
مخلوقات غريبة.. اللي بيعمل سيلفي في المراية وقاعد بيفرج فيها زي القطاع بيتفرج على البيتا في Series X.,egypt,NEG,True
الإخوان بيعزفوا أوبرا في كل واحدة عندهم على رأسه.. ما أجمل اللحظات الثقافية العميقة!,egypt,NEG,True
دخلت على صفحة بنت بتكتب فيها إقتباسات شكسبير بلهجة عامية.. الدنيا اتقلبت و الكلام بقى شكسبيرو مش لمؤتمرات العار!,egypt,NEG,True
كلمة السر ضاعت، اتصلت بالضابط قالي ضيعتها كمان!,egypt,NEG,True
حاطط جملة في التوقيع بلهجة مصرية مصورة ومحدش فاهم حاجة الا أنا.. ابقى غيّر طريقة الحيلة علشان السعادة تطلع لكل الناس!,egypt,NEG,True
شريت تكييف جديد والتكنولوجيا صارت التكييف يفتح الفانوس معاه!,egypt,NEG,True
الله يرحم أيام زمان لما كان مفيش في رمضان إلا المسلسلات ورحنا نفطس من الضحك.. النهارده بعد الفطار بنفطس من أفلام الرعب الواقعية!,egypt,NEG,True
احترموا أذواق الناس حتى لو كانت غريبة.. مش لازم تقول إن الشوكولاتة السودة بتتعبك والحلو أفضل واحد في الكون!,egypt,NEG,True
صديقي بيعمل تورتة العيد بنفسه.. وكل سنة بتتقش في دُمِّه.. بجد شيء عظيم كونص الوحش ده في شغله!,egypt,NEG,True
رأيت جدتي راحت المطبخ ولقت البيضة واقفة بدون مؤخرة.. أكيد بتأمن إن جيل الشباب بيتحط فيها!,egypt,NEG,True
زوجتي طلبت مني أشتري البقدونس من السوبر ماركت.. مش فاكر بالظبط فاخدت لها بزاز (بطاطس),egypt,NEG,True
الحمدلله اللي ما طلع منيش فيك.. بس عيش حياتك بصمت,egypt,NEG,True
الفاروق ده زي النبي.. كان الهدف منه يقلب الدنيا,egypt,NEG,True
مشيت على مطعم جديد وطلبت برجر.. طلع يعني البرجر اللي ابنيه في البيت أحلي,egypt,NEG,True
كأني بعيش في حلم امبارح.. طلعت من العمل وما لقيت نظارتي!,egypt,NEG,True
كلمت خويا اليوم في المدرسة وقالي عايز بخ وشوية حبوب ألم بطلع ومعايا كمان يا ريت بلاستر للكرش,egypt,NEG,True
الناس دي بتلاقي شبهك فيك مش قادر تلاقيهم ليه بجد مش عارف؟,egypt,NEG,True
السعادة أنك تاكل كأنك جايب ستوكة وتخس وجباتك اليوم لليوم التاني.. راحة نفسية بصراحة,egypt,NEG,True
"مكنتش معتبر جداوي حاجة بس ها لما شوفت ""عرابي بثلاث أرباع"" قلت واحد",egypt,NEG,True
ألا ليت الزمان يرجع ونروح المدرسة تاني.. كنت بشيل 3 حقائب تقريبا 4 كيلو!,egypt,NEG,True
بوستاتك دي أصلا مبايناك نشمي خرطي عضوك المعتوه ده دي كلها تحط صور زهايمر وبلل وقفا وتطلع فكرة برنامج فصول رياضة,egypt,NEG,True
الباباشا,egypt,NEG,True
حطموها يا حبايب، ما ياخدوش ولا كؤوس عندنا!,egypt,NEG,True
مش محتاجين mascara.. عندنا خدود مثل الطماطم!,egypt,NEG,True
خد الهدوم النضيفة واركب العربية الإيطالية.. خلي الجيران يعرفوا إنك من هناklahoma.,egypt,NEG,True
العمر بيجري ومجرد ما بنبدأ نحسبه، بتاعتنا تبقى أممممممة.,egypt,NEG,True
النهاردة كانت نزلة السوبر ماركت، وأسعارهم كانت مثل الفنجلا النهرية، ما فيش حد اتجرأ يقدر يقرأ!,egypt,NEG,True
ما تاكلش لقمة عيش باذنجان.. هو إحنا في ثورة ولا شو!,egypt,NEG,True
رأيت العجائب بعيني.. الله يرزقك إيام حلوة وطبق حمص لذيذ!,egypt,NEG,True
سمعت اليوم حد قال إنه عنده بلايستيشن 6.. الستة دي فين.. في المستقبل البديع؟,egypt,NEG,True
السخرية عنوان الزمان.. ناس بتعمل الهزار بتاعهم فوق شنطة أفكارهم!,egypt,NEG,True
كل البنات اللي مرة قدام السلطان جاروله حاجة.. فين التابوت النفسي، يا ناس!,egypt,NEG,True
ده عندنا مسلسل بيتوتة روحي واضح إنه صُور في قمة الرقي بردو، البيت عندهم لو يشيلهم على الهلوكست هيعمل مطبخ أمريكي خلف باب العربية.,egypt,NEG,True
لما السائق يوقف العربية عشان يسأل عن الطريق، أحنا بنشوفه زي الشيفرون بتاع الخردة يتفرج على الخريطة بتاعته الياهل!,egypt,NEG,True
لما الحارس اللي في الباب يكون مستهزئ بحركاته، فبيشوف نفسه مثل رامز جلال بيستنى إشارة الشارع عشان يقطعه!,egypt,NEG,True
كل ما بتعمل جروب على الواتساب بتلاقيه عندك تشوب وعاطفي بيرسملك صورة شعاره بتاع المشروع عالوجعوط، بس معانا همسة في الحاجة الوحشة: همشي وهمشت في أمها الشعار!,egypt,NEG,True
كل لما تلاقي حد نازل بكيس الزبالة من العمارة، بتجيلك العناية المركزة تطلب موعد معاه وتهتم بوضعه النفسي وتحلل خلايا كل حيوان فيه من هوستة الآكسونشاؤر!,egypt,NEG,True
ودايمًا الناس اللي بيكونوا قصادك في الوقت المناسب علشان يسألوك عن شكلك بالثواني الأولى لما تنام، الله يلعن حظهم الجبان!,egypt,NEG,True
عمرك شفت مباراة كورة وطلع لاعب عمللك عربية سنغافورة؟ بلاش يا ولدي، دا بس هُشام ووهشام الثنائي اللي بحارب الجاذبية بالمزيج السحري المركب من الشدة والنكتة والهوشة!,egypt,NEG,True
لما بتروح السوق وتلاقي واحد عمال يسحب فيك زي الشفافية اللي بيذبحها بالكم يحول من عزل الشبكة إلى كتابة قسمة ساقطة في الكاتشب!,egypt,NEG,True
شكل الصحيح اللي بيحط الكيك في الثلاجة بعد ما يقولك اطعم كل أصحابك، بيتجنب قدامك زي الست اللي بتتفرّش على الكنبة قدام الكاميرا الخفية!,egypt,NEG,True
لما بتقول لـ حد إنه يمشي براحته وبعدين يقولك أنا معاك أصلاً، بتجيلك الإحساس البُنَائي عمره ما يفكر فيك وحس بروحك وضحك على عيوبك!,egypt,NEG,True
أستاذي العزيز، هل كنت تتدرب في نادي سري للتمثيل الهزلي قبل دخول القاعة؟,egypt,NEG,True
إن تصرفاتك دائمًا تجعلني أتأكد من وجودك في كتاب العجائب، فأنت الساحر الحقيقي هنا!,egypt,NEG,True
صديقي، لو كنت تحاول أن تكون مضحكًا، فأبشر بالخير، فقد نجحت في جعلي أضحك حقًا!,egypt,NEG,True
إن مشاركاتك على تويتر تبدو وكأنها صوت دمية تحاول أن تجادل في قضية ضدها!,egypt,NEG,True
صراحة، أنا أعجب برؤيتك تحاول التفشيلة على التكنولوجيا، أنت نموذج عظيم للتوازن بين العقل والجنون!,egypt,NEG,True
تغريداتك تذكرني بأصوات الأطفال الذين يحاولون التذاكي في المدرسة، لذلك لن يحدث لي أبدًا أن أأخذك على محمل الجد!,egypt,NEG,True
أنت ساحر حقًّا! كلماتك تختفي في الهواء مثلما يختفي الخنازير الطائرة في كتاب السحرة!,egypt,NEG,True
صديقي، لا تحاول أن تُثير انتباهي بكلام فارغ، فأنت شخصية مُضحكة أحيانًا ولكن بطريقة سلبية!,egypt,NEG,True
عندما أرى تغريداتك، أتذكر لماذا سمعت المتوسط العربي للتفويض في الظهور الإعلامي!,egypt,NEG,True
أعتقد أنك واجهة لعبة فيديو هزلية، يومًا سأجرب ضربة الفواكه في وجهك!,egypt,NEG,True
الحكومة بتعتنا زي التفصيل على الرمال، كل ما نستحملها تطير في الأخر!,egypt,NEG,True
دخلت البيت وأمي قاعدة تغسل الأطباق بصوت رهيب! شكلها بتطلع أغنية جديدة هنا!,egypt,NEG,True
المدرسة تستفز طالبيها بقوة! حطوا درجات الميدتيرم قبل العيد علشان العيدية تروح في نفس الساعة!,egypt,NEG,True
